identificatie,bouwjaar,url,date
363100012064199,2008,"https://www.google.com/maps/@52.36141240422054,4.979456793520979,3a,80y,144.529423579997h,96t/data=!3m6!1e1!3m4!1sVz0QmEdXIKTJ5mluzj4VgA!2e0!7i16384!8i8192",2021-08
363100012062297,1983,"https://www.google.com/maps/@52.35924973758795,4.941636948734834,3a,80y,345.21557296539856h,96t/data=!3m6!1e1!3m4!1sGxqVbV-N7_Cic7v7Fhm40w!2e0!7i16384!8i8192",2021-08
363100012061309,2007,"https://www.google.com/maps/@52.35153333487325,5.007224227278522,3a,80y,220.0073311844253h,96t/data=!3m6!1e1!3m4!1sVAmZ4X0uP3wC60A8KFLkog!2e0!7i16384!8i8192",2018-05
363100012063275,1912,"https://www.google.com/maps/@52.35500343058872,4.925178444350795,3a,80y,38.46732222860014h,96t/data=!3m6!1e1!3m4!1ss81P12t1wlagjvQ0nqNFxA!2e0!7i16384!8i8192",2022-06
363100012061803,2004,"https://www.google.com/maps/@52.35245684501319,4.996693430135385,3a,80y,39.39992316455445h,96t/data=!3m6!1e1!3m4!1supLAzyYhOkCA9xNQRQcVLg!2e0!7i16384!8i8192",2020-06
363100012063730,1954,"https://www.google.com/maps/@52.34334723376791,4.875258659574143,3a,80y,264.65940227249604h,96t/data=!3m6!1e1!3m4!1suIjb44WdKEapaLb0Vrip3w!2e0!7i16384!8i8192",2019-06
363100012061824,1998,"https://www.google.com/maps/@52.40944705518416,4.930212295956018,3a,80y,322.1754157657039h,96t/data=!3m6!1e1!3m4!1sondUHwJv3yI5oO3uysF4Kw!2e0!7i16384!8i8192",2019-06
363100012063751,2003,"https://www.google.com/maps/@52.35385484165511,4.995390982570212,3a,80y,219.45539768561176h,96t/data=!3m6!1e1!3m4!1sE4Ze8ACKooreEZzrCPP1yw!2e0!7i16384!8i8192",2020-06
363100012063302,1924,"https://www.google.com/maps/@52.38013627676968,4.869106207652508,3a,80y,256.84286234353993h,96t/data=!3m6!1e1!3m4!1sV6eG3YV0Y8mp2GthkZaNCQ!2e0!7i16384!8i8192",2020-06
363100012061353,1982,"https://www.google.com/maps/@52.36110698822355,4.945130703553458,3a,80y,7.902286526247197h,96t/data=!3m6!1e1!3m4!1sIgJHNNCxl3efmqxe43VEWg!2e0!7i16384!8i8192",2020-12
363100012061356,1926,"https://www.google.com/maps/@52.35855693541944,4.942025062453396,3a,80y,2.286852465975491h,96t/data=!3m6!1e1!3m4!1srURDJ_SLXtw6h6t2D8W1bA!2e0!7i16384!8i8192",2021-03
363100012063753,2008,"https://www.google.com/maps/@52.35804771096569,4.992729598528013,3a,80y,38.497858817294h,96t/data=!3m6!1e1!3m4!1sgQ-zS_tVe4NHjPOB4OF4GQ!2e0!7i16384!8i8192",2019-04
363100012064234,1962,"https://www.google.com/maps/@52.32374931655146,4.88824210297147,3a,80y,85.90997862148333h,96t/data=!3m6!1e1!3m4!1srLxKYr9U4aURL_HqFQqhEQ!2e0!7i16384!8i8192",2022-08
363100012061349,2009,"https://www.google.com/maps/@52.35946836395527,4.981549092216219,3a,80y,144.30721609972716h,96t/data=!3m6!1e1!3m4!1sXx4Uet402ppdXIWpmar-Xw!2e0!7i16384!8i8192",2019-06
363100012061351,1982,"https://www.google.com/maps/@52.36176029504247,4.871919042916265,3a,80y,155.02892347512466h,96t/data=!3m6!1e1!3m4!1sMccn1DbYtkOWi1dLnjnG1w!2e0!7i16384!8i8192",2020-07
363100012062794,1928,"https://www.google.com/maps/@52.41523766849564,4.894135502948013,3a,80y,165.9464886868301h,96t/data=!3m6!1e1!3m4!1sxKXyc8eUZcVf0EuGU6VOIg!2e0!7i16384!8i8192",2022-09
363100012063766,2003,"https://www.google.com/maps/@52.35346652929717,4.996124866301707,3a,80y,219.4370040877214h,96t/data=!3m6!1e1!3m4!1s4dBT29SGUN3t2holdeDKkA!2e0!7i16384!8i8192",2020-06
363100012063323,1925,"https://www.google.com/maps/@52.34270928030566,4.925760432640102,3a,80y,313.98864658980625h,96t/data=!3m6!1e1!3m4!1sqMryAmm1hGHiTF1_5d0v-Q!2e0!7i16384!8i8192",2018-05
363100012062357,1881,"https://www.google.com/maps/@52.35548927796921,4.886998761320681,3a,80y,85.64849158790157h,96t/data=!3m6!1e1!3m4!1sCE3U1aKzXz2ZpyElKrmHiQ!2e0!7i16384!8i8192",2021-03
363100012064253,2007,"https://www.google.com/maps/@52.36017832197238,4.994874084068281,3a,80y,214.07656769224644h,96t/data=!3m6!1e1!3m4!1sA-cmr57CMeelK3NS04_5Kw!2e0!7i16384!8i8192",2021-09
363100012061854,2004,"https://www.google.com/maps/@52.3582700971269,4.907884609207604,3a,80y,338.73810573372793h,96t/data=!3m6!1e1!3m4!1sMzHtGz3hqMQhrkG2VoIfZw!2e0!7i16384!8i8192",2022-07
363100012061856,2006,"https://www.google.com/maps/@52.36215249753791,4.975821651265014,3a,80y,143.99920670228266h,96t/data=!3m6!1e1!3m4!1sP6V2VCPmiqdaYBEcuRQO6w!2e0!7i16384!8i8192",2020-06
363100012061383,1930,"https://www.google.com/maps/@52.3435061429452,4.892687062816025,3a,80y,238.4147996992715h,96t/data=!3m6!1e1!3m4!1smPuJcYFHhWtcrvUMwulI-w!2e0!7i16384!8i8192",2022-10
363100012063328,1919,"https://www.google.com/maps/@52.38784268159985,4.909144186598863,3a,80y,111.10620074553132h,96t/data=!3m6!1e1!3m4!1s0jRgkSoBz_HJbkY13XxqRQ!2e0!7i16384!8i8192",2022-11
363100012061880,1963,"https://www.google.com/maps/@52.32671711789864,4.859666868145383,3a,80y,89.24157536609572h,96t/data=!3m6!1e1!3m4!1s7ljHQfnVrKGqy-GKFRhR_Q!2e0!7i16384!8i8192",2019-06
363100012062819,1925,"https://www.google.com/maps/@52.36475293331102,4.942119759810388,3a,80y,86.92935926604827h,96t/data=!3m6!1e1!3m4!1sx6v8knhXTIppt9PBjaSJGA!2e0!7i16384!8i8192",2020-07
363100012063813,2006,"https://www.google.com/maps/@52.36179855012742,4.977599442222142,3a,80y,325.0685534899127h,96t/data=!3m6!1e1!3m4!1sv8pzbRZ6hmRIdlZDNKQT2g!2e0!7i16384!8i8192",2021-08
363100012061407,2008,"https://www.google.com/maps/@52.33693494852015,4.885045074714363,3a,80y,357.5714344679457h,96t/data=!3m6!1e1!3m4!1s_aSdTaaZ2cORSSYLYQUa8g!2e0!7i16384!8i8192",2020-06
363100012061883,1953,"https://www.google.com/maps/@52.3359693006991,4.919527462811122,3a,80y,64.03890023069715h,96t/data=!3m6!1e1!3m4!1sJCa7a7NAF_DzeAccdMJxng!2e0!7i16384!8i8192",2021-03
363100012062385,1925,"https://www.google.com/maps/@52.36352797249784,4.941989766626588,3a,80y,191.28335735691357h,96t/data=!3m6!1e1!3m4!1sJftod763JbM3Or7u7lO2kA!2e0!7i16384!8i8192",2022-02
363100012061423,2008,"https://www.google.com/maps/@52.35831735463071,4.992869960076836,3a,80y,38.49785881696655h,96t/data=!3m6!1e1!3m4!1sj6GqWBdptRWU_-lJaqrLDA!2e0!7i16384!8i8192",2021-07
363100012062404,1998,"https://www.google.com/maps/@52.36306262378118,4.941259518496739,3a,80y,11.203634793205826h,96t/data=!3m6!1e1!3m4!1stVTg6Ux8I2I9GixNO5ZWnw!2e0!7i16384!8i8192",2018-05
363100012063372,1926,"https://www.google.com/maps/@52.36511845750444,4.941283057603769,3a,80y,88.18967359181245h,96t/data=!3m6!1e1!3m4!1sf1yMAnnNuM-quQJ8QG0B5w!2e0!7i16384!8i8192",2019-06
363100012064293,2010,"https://www.google.com/maps/@52.36352629108123,4.981773918886622,3a,80y,144.64105770290502h,96t/data=!3m6!1e1!3m4!1sp_EcknreBAinyrc7-J1byA!2e0!7i16384!8i8192",2019-06
363100012064295,1929,"https://www.google.com/maps/@52.34560714283258,4.891982963536308,3a,80y,268.6942531959162h,96t/data=!3m6!1e1!3m4!1spjl3oJMN5YVsHXs6dNAVjQ!2e0!7i16384!8i8192",2022-10
363100012061430,1926,"https://www.google.com/maps/@52.35851502028514,4.94297866795253,3a,80y,2.739414584433697h,96t/data=!3m6!1e1!3m4!1sDbs9ydyHn8WApNRqwDp_ng!2e0!7i16384!8i8192",2021-03
363100012061432,1953,"https://www.google.com/maps/@52.34541537605816,4.931499358429698,3a,80y,43.49639059543377h,96t/data=!3m6!1e1!3m4!1sTKCCEXMr4LYH41eyVtKSdA!2e0!7i16384!8i8192",2020-07
363100012062843,2003,"https://www.google.com/maps/@52.35583732113157,4.990341113299307,3a,80y,39.33164476830724h,96t/data=!3m6!1e1!3m4!1slrHBQHxiYSFPlKGZb4hsWw!2e0!7i16384!8i8192",2019-06
363100012063384,1935,"https://www.google.com/maps/@52.34371510080801,4.908672707520678,3a,80y,255.80531370926136h,96t/data=!3m6!1e1!3m4!1seK9yOT65-zJY5eJ2veQFtg!2e0!7i16384!8i8192",2022-09
363100012064300,1929,"https://www.google.com/maps/@52.34481645353078,4.899148268451671,3a,80y,148.71463359165494h,96t/data=!3m6!1e1!3m4!1sTPhTnsqsI-AERzcIVHJRjw!2e0!7i16384!8i8192",2020-10
363100012061446,1911,"https://www.google.com/maps/@52.35324506100088,4.865416508834149,3a,80y,154.04286338438365h,96t/data=!3m6!1e1!3m4!1sKr74yyMTPTKcvCqCptTZnA!2e0!7i16384!8i8192",2022-07
363100012064749,2005,"https://www.google.com/maps/@52.35532678393884,4.99781801795623,3a,80y,309.8741442948113h,96t/data=!3m6!1e1!3m4!1szEVQZn58gqaPHSQ_ZZ3jnA!2e0!7i16384!8i8192",2021-09
363100012062422,1912,"https://www.google.com/maps/@52.35165109766238,4.854830318199071,3a,80y,153.54215264023568h,96t/data=!3m6!1e1!3m4!1sj8W3R7EaYywc6N5RhUcgHg!2e0!7i16384!8i8192",2021-03
363100012064303,2006,"https://www.google.com/maps/@52.362121949083,4.979042610528754,3a,80y,54.33267978128722h,96t/data=!3m6!1e1!3m4!1sUEdlhaGtOW9ilUlMgzjIHw!2e0!7i16384!8i8192",2019-04
363100012062434,2006,"https://www.google.com/maps/@52.36086355736052,4.98046830854451,3a,80y,144.69404128240012h,96t/data=!3m6!1e1!3m4!1sC77rVG-oHTK-AFfaI-VKhw!2e0!7i16384!8i8192",2021-08
363100012063404,1912,"https://www.google.com/maps/@52.36454057834409,4.945090675961564,3a,80y,99.76580982894777h,96t/data=!3m6!1e1!3m4!1sRPzSX15CU-yrz33ZPjPSdw!2e0!7i16384!8i8192",2022-02
363100012061476,2002,"https://www.google.com/maps/@52.36603141429222,4.948520839646543,3a,80y,348.07311619192245h,96t/data=!3m6!1e1!3m4!1sash_yVYfm4Q-BWCESqHiCQ!2e0!7i16384!8i8192",2019-06
363100012063892,1907,"https://www.google.com/maps/@52.35202781129467,4.90197484366862,3a,80y,345.02269523107094h,96t/data=!3m6!1e1!3m4!1sy5VWtO1luSd5UyoHHCeH6g!2e0!7i16384!8i8192",2022-09
363100012061981,2009,"https://www.google.com/maps/@52.35262081060149,4.993798584092594,3a,80y,39.49191460155232h,96t/data=!3m6!1e1!3m4!1szLyu0Lx5IAJK5zqgNJnuyQ!2e0!7i16384!8i8192",2014-06
363100012064344,1903,"https://www.google.com/maps/@52.35393454842814,4.86923121658471,3a,80y,244.813363299367h,96t/data=!3m6!1e1!3m4!1sBQYRxTLbH38W8LtOXb2OXg!2e0!7i16384!8i8192",2021-03
363100012062877,2007,"https://www.google.com/maps/@52.36128788128468,4.98030020137199,3a,80y,144.30490856290984h,96t/data=!3m6!1e1!3m4!1swyyQffeY6NeZM7nrOs4HRQ!2e0!7i16384!8i8192",2019-06
363100012061510,2003,"https://www.google.com/maps/@52.35621713730784,4.990939443364109,3a,80y,219.20859116467065h,96t/data=!3m6!1e1!3m4!1spxRUxhdp6ipp4oZNSX2ezg!2e0!7i16384!8i8192",2021-03
363100012064355,2007,"https://www.google.com/maps/@52.35729625077569,4.996402168577869,3a,80y,128.64254426375498h,96t/data=!3m6!1e1!3m4!1stGYg4onFhbKbfiFXiqTlqw!2e0!7i16384!8i8192",2020-07
363100012063433,2007,"https://www.google.com/maps/@52.3599076092799,4.995479260539114,3a,80y,214.07656769190132h,96t/data=!3m6!1e1!3m4!1sw1tYP0dm_i1tgfNNCFFbGg!2e0!7i16384!8i8192",2021-09
363100012062487,1909,"https://www.google.com/maps/@52.3539097935364,4.872030190574119,3a,80y,245.45197895698576h,96t/data=!3m6!1e1!3m4!1sLvKHHBhfa1-v_SVZIs38mA!2e0!7i16384!8i8192",2022-11
363100012061997,1930,"https://www.google.com/maps/@52.35522231578192,4.940412029392902,3a,80y,44.40853761984764h,96t/data=!3m6!1e1!3m4!1sm5PG8Fr8Y9FDU_q0yFJ3sg!2e0!7i16384!8i8192",2022-08
363100012062888,2008,"https://www.google.com/maps/@52.35861480391257,4.993939893806287,3a,80y,219.65745106820424h,96t/data=!3m6!1e1!3m4!1s3usQykP8E4BOEC6DCUrGsw!2e0!7i16384!8i8192",2020-07
363100012064372,1962,"https://www.google.com/maps/@52.32983230897478,4.884433576929567,3a,80y,133.9100961651586h,96t/data=!3m6!1e1!3m4!1srz0RTVDHOZJ-EOC0XYPT_Q!2e0!7i16384!8i8192",2014-05
363100012063438,1931,"https://www.google.com/maps/@52.34584231692327,4.902037988348804,3a,80y,344.5979565776529h,96t/data=!3m6!1e1!3m4!1stc4xPA3oN1n4_vCzu6a5GQ!2e0!7i16384!8i8192",2020-06
363100012061534,2008,"https://www.google.com/maps/@52.3549853745866,4.993247907221033,3a,80y,39.255103752940286h,96t/data=!3m6!1e1!3m4!1sMr8R3q7BhY8-n7_WVQzA4Q!2e0!7i16384!8i8192",2021-03
363100012062012,1991,"https://www.google.com/maps/@52.42397952666678,4.886458034137087,3a,80y,338.2861689227127h,96t/data=!3m6!1e1!3m4!1svSGfT26Jdzsvl8u3x_kHRQ!2e0!7i16384!8i8192",2022-07
363100012062019,1934,"https://www.google.com/maps/@52.36416521064898,4.94396513404236,3a,80y,101.3013423981144h,96t/data=!3m6!1e1!3m4!1scysgzfytPkB0MA6v7GJ29w!2e0!7i16384!8i8192",2020-07
363100012064795,1962,"https://www.google.com/maps/@52.32679389506547,4.863462447733449,3a,80y,88.41531272569587h,96t/data=!3m6!1e1!3m4!1s0_1wunDGHimc5qQJlzfwxw!2e0!7i16384!8i8192",2019-05
363100012061548,1942,"https://www.google.com/maps/@52.38163833199938,4.849933649612883,3a,80y,266.0981271688461h,96t/data=!3m6!1e1!3m4!1sHV-24cqoZ0KCAILtUcqWlg!2e0!7i16384!8i8192",2021-08
363100012064385,1998,"https://www.google.com/maps/@52.37777350563359,4.930244898850759,3a,80y,14.09466331607405h,96t/data=!3m6!1e1!3m4!1sg1H__tiKeh2i_Zf4L-LRIw!2e0!7i16384!8i8192",2019-06
363100012063962,1987,"https://www.google.com/maps/@52.41606013361308,4.89837890455987,3a,80y,227.817127358185h,96t/data=!3m6!1e1!3m4!1sZob1VwomVVum61Hj2vWR3Q!2e0!7i16384!8i8192",2020-06
363100012061549,1919,"https://www.google.com/maps/@52.38696852642772,4.908465682201416,3a,80y,111.33248293470204h,96t/data=!3m6!1e1!3m4!1sayP9PhRqCyhR3DYefiwLvw!2e0!7i16384!8i8192",2022-07
363100012064390,1938,"https://www.google.com/maps/@52.36687235453569,4.862997412792968,3a,80y,157.29857953031978h,96t/data=!3m6!1e1!3m4!1sUXnA0kICODsA53oEjaTNVQ!2e0!7i16384!8i8192",2022-09
363100012064392,1918,"https://www.google.com/maps/@52.39116095896693,4.875355926298802,3a,80y,62.482046645955535h,96t/data=!3m6!1e1!3m4!1snClkq7uJHUf1lpyb7NM5UQ!2e0!7i16384!8i8192",2022-11
363100012063465,1924,"https://www.google.com/maps/@52.36340913631863,4.942859386564867,3a,80y,191.283357356106h,96t/data=!3m6!1e1!3m4!1sJmw_5wE9sSI0k1sGEYyM_w!2e0!7i16384!8i8192",2022-02
363100012064799,1912,"https://www.google.com/maps/@52.35854221402685,4.911807974573195,3a,80y,337.10727581441495h,96t/data=!3m6!1e1!3m4!1sU8PCRapfw2a05TKt3ereWQ!2e0!7i16384!8i8192",2020-06
363100012062908,1958,"https://www.google.com/maps/@52.34202403363218,4.874266251743364,3a,80y,265.32548068018605h,96t/data=!3m6!1e1!3m4!1svMZrVRg1QCWu_1Pl0jvceA!2e0!7i16384!8i8192",2021-08
363100012064410,1960,"https://www.google.com/maps/@52.32487584818926,4.8643641036709,3a,80y,179.51252461581151h,96t/data=!3m6!1e1!3m4!1s3sw9P3RF5G4_oGAssc2EUA!2e0!7i16384!8i8192",2019-05
363100012061581,1925,"https://www.google.com/maps/@52.3545926712935,4.87641851052445,3a,80y,68.89261236342692h,96t/data=!3m6!1e1!3m4!1sQ3ZveyZXeyaPpYrKMTBBwQ!2e0!7i16384!8i8192",2021-08
363100012061583,2003,"https://www.google.com/maps/@52.35668020176986,4.992297858043362,3a,80y,219.1461889811655h,96t/data=!3m6!1e1!3m4!1ssCAjByxOuxeieDnRCxrZqA!2e0!7i16384!8i8192",2021-03
363100012062918,2003,"https://www.google.com/maps/@52.35643893495611,4.99274812384716,3a,80y,219.14618898069213h,96t/data=!3m6!1e1!3m4!1smUN2IPuPjKLMDh9N9Q5lEw!2e0!7i16384!8i8192",2021-03
363100012064435,2008,"https://www.google.com/maps/@52.35487951939148,4.993450833218131,3a,80y,38.90819518001851h,96t/data=!3m6!1e1!3m4!1sSUw3hzPuMzmcdDTEQXKlkQ!2e0!7i16384!8i8192",2021-03
363100012063503,2006,"https://www.google.com/maps/@52.36104472603111,4.981771528389103,3a,80y,236.49158461388868h,96t/data=!3m6!1e1!3m4!1s10l2fOwZ7rXsKoEy3Ih-Bw!2e0!7i16384!8i8192",2018-05
363100012063506,2006,"https://www.google.com/maps/@52.35255986292496,4.993903968054491,3a,80y,219.49191460128927h,96t/data=!3m6!1e1!3m4!1sniaTmb4Cc0r7uvdfiDyjVA!2e0!7i16384!8i8192",2014-06
363100012064445,2007,"https://www.google.com/maps/@52.35143116196761,4.995971488899485,3a,80y,39.49191460307016h,96t/data=!3m6!1e1!3m4!1shv9yrdBBySPiBVfpj48AVg!2e0!7i16384!8i8192",2020-06
363100012061631,1960,"https://www.google.com/maps/@52.32549078815733,4.863494198018737,3a,80y,268.1843754416714h,96t/data=!3m6!1e1!3m4!1sGtcUyD4CaE9pleXtJd_wIQ!2e0!7i16384!8i8192",2022-08
363100012064459,1988,"https://www.google.com/maps/@52.3624733451302,4.945261995294147,3a,80y,345.5830428315549h,96t/data=!3m6!1e1!3m4!1s_qLWRbRdq0DNo4US3HGHbg!2e0!7i16384!8i8192",2022-08
363100012064846,2007,"https://www.google.com/maps/@52.35128944180062,5.007698907957496,3a,80y,219.497099449158h,96t/data=!3m6!1e1!3m4!1sVvRVNerHFWA8zNCWNuM3UA!2e0!7i16384!8i8192",2019-06
363100012061643,1981,"https://www.google.com/maps/@52.36022585762993,4.941482204740797,3a,80y,165.58705914295098h,96t/data=!3m6!1e1!3m4!1sS8Z5akXRpQmoba9CHeiz0Q!2e0!7i16384!8i8192",2020-12
363100012062114,2010,"https://www.google.com/maps/@52.34922771382933,5.009799209248246,3a,80y,130.0197451154505h,96t/data=!3m6!1e1!3m4!1svFS9sHuj7TK2Inw8p8rKtQ!2e0!7i16384!8i8192",2020-06
363100012062578,1929,"https://www.google.com/maps/@52.34773939512382,4.881087230842462,3a,80y,140.3439681213376h,96t/data=!3m6!1e1!3m4!1svINncQzLDLHYWLXWOS8uyQ!2e0!7i16384!8i8192",2022-09
363100012064847,1986,"https://www.google.com/maps/@52.39629285330679,4.950738111280847,3a,80y,294.4682673712993h,96t/data=!3m6!1e1!3m4!1s1sQKcVjp3r3IoIzdYU2lqg!2e0!7i16384!8i8192",2019-07
363100012065244,2003,"https://www.google.com/maps/@52.35537709026094,4.991211339702855,3a,80y,220.08873768007845h,96t/data=!3m6!1e1!3m4!1sCAB7srowTd67j7mEpCSL0g!2e0!7i16384!8i8192",2019-06
363100012065249,2009,"https://www.google.com/maps/@52.36034450444775,4.979679337629527,3a,80y,233.7964343085164h,96t/data=!3m6!1e1!3m4!1sMODN1x1344Lta0ozCqMmmg!2e0!7i16384!8i8192",2019-06
363100012062960,1913,"https://www.google.com/maps/@52.35455690583461,4.921330023457367,3a,80y,331.4819487250534h,96t/data=!3m6!1e1!3m4!1sDmLAukmQBmYA0thFDvStWw!2e0!7i16384!8i8192",2022-08
363100012065263,1928,"https://www.google.com/maps/@52.34942819758144,4.867115989583892,3a,80y,76.06937096994429h,96t/data=!3m6!1e1!3m4!1svvnHTDlSX24grepoT2m_kw!2e0!7i16384!8i8192",2021-08
363100012065252,2006,"https://www.google.com/maps/@52.35865798012609,4.99522020479706,3a,80y,219.6043942742701h,96t/data=!3m6!1e1!3m4!1s1b-MC2822lz24HH_NdycXA!2e0!7i16384!8i8192",2019-06
363100012064858,1925,"https://www.google.com/maps/@52.36432507751327,4.940480768443286,3a,80y,267.97109673651653h,96t/data=!3m6!1e1!3m4!1sVmYQf0aOfekqzophOnHxZw!2e0!7i16384!8i8192",2020-07
363100012062604,2003,"https://www.google.com/maps/@52.35410023935167,4.994922018563782,3a,80y,219.43608818521432h,96t/data=!3m6!1e1!3m4!1sUzRMVE7eXgSzsVWlos3F5A!2e0!7i16384!8i8192",2020-06
363100012065277,2008,"https://www.google.com/maps/@52.36119169060054,4.980061636809104,3a,80y,144.3049085634618h,96t/data=!3m6!1e1!3m4!1s9D8SUHSp-hg_n2XICU26bA!2e0!7i16384!8i8192",2019-06
363100012063555,2012,"https://www.google.com/maps/@52.38914505614236,4.881025875674493,3a,80y,28.91509004127981h,96t/data=!3m6!1e1!3m4!1st4qGZGoH5ml5S6nY4ePPKQ!2e0!7i16384!8i8192",2021-03
363100012063559,2007,"https://www.google.com/maps/@52.35322664836543,4.996588424072294,3a,80y,39.54980801492006h,96t/data=!3m6!1e1!3m4!1s1aimAZ3FX6RPlYXSRwDQ1g!2e0!7i16384!8i8192",2020-06
363100012064500,1998,"https://www.google.com/maps/@52.3740591789547,4.943306982644772,3a,80y,168.03708500642225h,96t/data=!3m6!1e1!3m4!1sWENhMZPko2rKa_kbpVhe3g!2e0!7i16384!8i8192",2022-03
363100012064095,1913,"https://www.google.com/maps/@52.38304342194351,4.913376797969881,3a,80y,354.4184802279862h,96t/data=!3m6!1e1!3m4!1sndkqX-i_WYGtZvM_TXrTsw!2e0!7i16384!8i8192",2021-03
363100012062165,1954,"https://www.google.com/maps/@52.33547998866518,4.909336901194982,3a,80y,269.3166018637546h,96t/data=!3m6!1e1!3m4!1sekOAZoz7YVl6XCbwd2Fagw!2e0!7i16384!8i8192",2020-07
363100012061687,1954,"https://www.google.com/maps/@52.3422705516464,4.869717855070681,3a,80y,85.1116160653151h,96t/data=!3m6!1e1!3m4!1sd__bxfeejD7uuMiOkH5gLw!2e0!7i16384!8i8192",2019-03
363100012064098,2006,"https://www.google.com/maps/@52.36111685957395,4.981089668550618,3a,80y,143.49628898071254h,96t/data=!3m6!1e1!3m4!1siaGE-ruGLDo2o3azBtrDwg!2e0!7i16384!8i8192",2021-08
363100012062179,2008,"https://www.google.com/maps/@52.36170119544193,4.980155780700676,3a,80y,144.65044042118728h,96t/data=!3m6!1e1!3m4!1swmExF-xr7FyvilaIpa2yyQ!2e0!7i16384!8i8192",2021-09
363100012063583,1926,"https://www.google.com/maps/@52.37117564048129,4.857703111289235,3a,80y,164.29730612338614h,96t/data=!3m6!1e1!3m4!1s--zA3wPxF7-oKBXfi6j0UA!2e0!7i16384!8i8192",2022-11
363100012064126,1924,"https://www.google.com/maps/@52.37499329264544,4.859646026745735,3a,80y,256.76849232769456h,96t/data=!3m6!1e1!3m4!1scY7CjkDMKVIw0Lpg9JkFZw!2e0!7i16384!8i8192",2022-11
363100012065340,1999,"https://www.google.com/maps/@52.37254105607926,4.948805277099554,3a,80y,168.22883631387472h,96t/data=!3m6!1e1!3m4!1sNpDbQBZOd79zO60vIiHUaA!2e0!7i16384!8i8192",2019-06
363100012064898,1956,"https://www.google.com/maps/@52.41868025856468,4.901493566487424,3a,80y,256.76409189674814h,96t/data=!3m6!1e1!3m4!1sUuUsP3oRiO4sUM11TLCewQ!2e0!7i16384!8i8192",2020-06
363100012063603,2003,"https://www.google.com/maps/@52.39215783291221,4.849250913625244,3a,80y,357.2352886197932h,96t/data=!3m6!1e1!3m4!1smXWdCnyp3l_b1_uDDJgmlQ!2e0!7i16384!8i8192",2018-05
363100012065351,1942,"https://www.google.com/maps/@52.38085824833867,4.848987421280027,3a,80y,87.81842839316668h,96t/data=!3m6!1e1!3m4!1s6ns2zSKYmmyt8Z8rzOofSQ!2e0!7i16384!8i8192",2022-06
363100012064145,1995,"https://www.google.com/maps/@52.36181889517029,4.942145707763355,3a,80y,165.73774539311086h,96t/data=!3m6!1e1!3m4!1sdsrUmUmO1qtHi41DEB4tnA!2e0!7i16384!8i8192",2020-12
363100012064157,1995,"https://www.google.com/maps/@52.36055285766715,4.941873998887188,3a,80y,255.84675579409577h,96t/data=!3m6!1e1!3m4!1sz2vx-qEIJ-XAB3mTHKp0oA!2e0!7i16384!8i8192",2020-12
363100012063005,1931,"https://www.google.com/maps/@52.34558858617989,4.901326747066085,3a,80y,148.30705734127824h,96t/data=!3m6!1e1!3m4!1sEImo00cNgc94w_yL10WVbA!2e0!7i16384!8i8192",2020-11
